title,location,Status,size,price,pricepersqfeet
4 BHK Villa in Sunyuga Villa Palazzo,"Gundlapochampally, Hyderabad",Under Construction,3500 , 2.62 0000000 ,"7,500 / sq ft"
4 BHK Villa in Sunyuga Villa Palazzo,"Gundlapochampally, Hyderabad",Under Construction,3755 , 2.81 0000000 ,"7,500 / sq ft"
4 BHK Villa in Sunyuga Villa Palazzo,"Gundlapochampally, Hyderabad",Under Construction,3479 , 2.6 0000000 ,"7,500 / sq ft"
4 BHK Villa in Sunyuga Villa Palazzo,"Gundlapochampally, Hyderabad",Under Construction,4300 , 3.22 0000000 ,"7,500 / sq ft"
4 BHK Villa in Sunyuga Villa Palazzo,"Gundlapochampally, Hyderabad",Under Construction,3340 , 2.5 0000000 ,"7,500 / sq ft"
2 BHK Independent House,"Laxmiguda, Hyderabad",Ready to move,1100 , 70 00000 ,"6,363 / sq ft"
3 BHK Independent Floor,"Hafeezpet, Hyderabad",Ready to move,2100 , 1.6 0000000 ,"7,619 / sq ft"
Residential Plot in Mypi Mypi Lush Green,"Dundigal, Hyderabad",Resale,1800 , 66 00000 ,"3,666 / sq ft"
Residential Plot,"Ameerpet, Hyderabad",Resale,4000 , 45 00000 ,"1,125 / sq ft"
Residential Plot,"Shadnagar, Hyderabad",Resale,5445 , 30.25 00000 ,555 / sq ft
2 BHK Apartment,"Padmarao Nagar, Hyderabad",Under Construction,1100 , 62 00000 ,"5,636 / sq ft"
7 BHK Independent House,"Nagaram, Hyderabad",Ready to move,5200 , 1.75 0000000 ,"3,365 / sq ft"
2 BHK Apartment in Spectra Metro Heights,"Nagole, Hyderabad",Ready to move,1243 , 73 00000 ,"5,872 / sq ft"
2 BHK Apartment in Subishi Town Centre,"Mokila, Hyderabad",Ready to move,1080 , 55 00000 ,"5,092 / sq ft"
2 BHK Apartment,"Chandanagar, Hyderabad",Under Construction,1035 , 47 00000 ,"4,541 / sq ft"
2 BHK Independent House,"Kadthal, Hyderabad",Under Construction,1100 , 30 00000 ,"2,727 / sq ft"
Residential Plot,"Choutuppal, Hyderabad",Resale,960 , 18.9 00000 ,"1,968 / sq ft"
Residential Plot,"Choutuppal, Hyderabad",Resale,1190 , 21.6 00000 ,"1,815 / sq ft"
Residential Plot,"Kothur, Hyderabad",Resale,2000 , 24 00000 ,"1,200 / sq ft"
Residential Plot,"Kandukur, Hyderabad",Resale,1800 , 38 00000 ,"2,111 / sq ft"
Residential Plot,"Sadashivpet, Hyderabad",Resale,1323 , 7.3 00000 ,551 / sq ft
2 BHK Apartment in Meridian Constructions Hyderabad Meridian Pride,"Alwal, Hyderabad",Ready to move,1251 , 70 00000 ,"5,595 / sq ft"
2 BHK Apartment,"Mallapur, Hyderabad",Ready to move,1020 , 51 00000 ,"5,000 / sq ft"
2 BHK Apartment,"Kapra, Hyderabad",Ready to move,1000 , 40 00000 ,"4,000 / sq ft"
2 BHK Apartment,"Masab Tank, Hyderabad",Ready to move,1050 , 72 00000 ,"6,857 / sq ft"
3 BHK Villa,"Indresham, Hyderabad",Under Construction,2200 , 1.5 0000000 ,"6,818 / sq ft"
4 BHK Apartment in Tripura Gayathri Classic,"Nallagandla Gachibowli, Hyderabad",Ready to move,1102 , 74 00000 ,"6,715 / sq ft"
2 BHK Apartment in Swaraj Homes Satya Trilok Tower,"Sainikpuri, Hyderabad",Ready to move,1000 , 45 00000 ,"4,500 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,2285 , 1.82 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,2285 , 1.82 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,2830 , 2.26 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,2830 , 2.26 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,2300 , 1.84 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,2300 , 1.84 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,1775 , 1.42 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,1775 , 1.42 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,3205 , 2.56 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,3205 , 2.56 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,1750 , 1.4 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,1750 , 1.4 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,1955 , 1.56 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,1955 , 1.56 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,2405 , 1.92 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,2405 , 1.92 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,2090 , 1.67 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,2090 , 1.67 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,2100 , 1.68 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,2100 , 1.68 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,1810 , 1.44 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,1810 , 1.44 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,2760 , 2.2 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,2760 , 2.2 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,1940 , 1.55 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,1940 , 1.55 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,2075 , 1.66 0000000 ,"8,000 / sq ft"
3 BHK Apartment in Vasavi Signature,"Kukatpally, Hyderabad",Under Construction,2075 , 1.66 0000000 ,"8,000 / sq ft"
2 BHK Apartment,"Kukatpally, Hyderabad",Ready to move,1250 , 66 00000 ,"5,280 / sq ft"
3 BHK Apartment,"Banjara Hills, Hyderabad",Ready to move,2021 , 1.6 0000000 ,"7,916 / sq ft"
3 BHK Apartment,"Bachupally, Hyderabad",Ready to move,1480 , 85 00000 ,"5,743 / sq ft"
3 BHK Apartment,"Mallapur, Hyderabad",Ready to move,1500 , 98 00000 ,"6,533 / sq ft"
Residential Plot,"Kondapur, Hyderabad",Resale,1800 , 3 0000000 ,"16,666 / sq ft"
Residential Plot,"Kadthal, Hyderabad",Resale,1500 , 24.75 00000 ,"1,650 / sq ft"
Residential Plot,"Shadnagar, Hyderabad",Resale,1494 , 26.55 00000 ,"1,777 / sq ft"
3 BHK Independent House,"Qutub Shahi Tombs, Hyderabad",Ready to move,1100 , 1.5 0000000 ,"13,636 / sq ft"
2 BHK Apartment,"Chandanagar, Hyderabad",Under Construction,1400 , 42 00000 ,"3,000 / sq ft"
Residential Plot,"Medchal, Hyderabad",Resale,1800 , 41.99 00000 ,"2,333 / sq ft"
3 BHK Apartment in Sri Aditya Athena,"Shaikpet, Hyderabad",Under Construction,1715 , 1.4 0000000 ,"8,163 / sq ft"
3 BHK Apartment in Kakatiya Green Diamond County,"Rampally, Hyderabad",Under Construction,1450 , 55 00000 ,"3,793 / sq ft"
Residential Plot,"Upparpally, Hyderabad",Resale,1170 , 1.05 0000000 ,"8,974 / sq ft"
4 BHK Villa in Northstar Hillside,"Gandipet, Hyderabad",Ready to move,7000 , 14 0000000 ,"20,000 / sq ft"
3 BHK Apartment in Thirumala Tranquil Towers,"Kondapur, Hyderabad",Ready to move,3099 , 2.29 0000000 ,"7,389 / sq ft"
3 BHK Apartment in Jaya Hillton Classic Mega Gated Community,"Chandanagar, Hyderabad",Under Construction,1775 , 92 00000 ,"5,183 / sq ft"
2 BHK Apartment in Chaitra Meadows,"Mallampet, Hyderabad",Ready to move,1100 , 54 00000 ,"4,909 / sq ft"
Residential Plot in Pavani Trinity,"Shadnagar, Hyderabad",Resale,1503 , 28.5 00000 ,"1,896 / sq ft"
2 BHK Apartment,"Suraram, Hyderabad",Under Construction,1250 , 55 00000 ,"4,400 / sq ft"
3 BHK Apartment,"Suraram, Hyderabad",Under Construction,1550 , 69 00000 ,"4,451 / sq ft"
3 BHK Independent House,"Kapra, Hyderabad",Ready to move,2250 , 90 00000 ,"4,000 / sq ft"
Residential Plot,"Jubilee Hills, Hyderabad",Resale,10080 , 43 0000000 ,"42,658 / sq ft"
Residential Plot,"Adibatla, Hyderabad",Resale,1800 , 29 00000 ,"1,611 / sq ft"
3 BHK Apartment,"Punjagutta, Hyderabad",Ready to move,1700 , 1.2 0000000 ,"7,058 / sq ft"
3 BHK Apartment,"Bandlaguda Jagir, Hyderabad",Ready to move,1400 , 75 00000 ,"5,357 / sq ft"
2 BHK Independent House,"Balapur, Hyderabad",Ready to move,1100 , 89 00000 ,"8,090 / sq ft"
2 BHK Apartment in Idream Sai RKs Oxygen Homes,"Gajulramaram Kukatpally, Hyderabad",Under Construction,1260 , 66 00000 ,"5,238 / sq ft"
2 BHK Apartment,"Nizampet, Hyderabad",Ready to move,1112 , 39.99 00000 ,"3,597 / sq ft"
3 BHK Apartment,"Sainikpuri, Hyderabad",Ready to move,2300 , 1.4 0000000 ,"6,086 / sq ft"
2 BHK Apartment in Abode KNR Residency,"Ameenpur, Hyderabad",Ready to move,1091 , 63 00000 ,"5,774 / sq ft"
Residential Plot in TMR Green Meadows,"Chegunta, Hyderabad",Resale,1485 , 19.63 00000 ,"1,321 / sq ft"
8 BHK Independent House,"Kothapet, Hyderabad",Ready to move,4050 , 2.5 0000000 ,"6,172 / sq ft"
3 BHK Apartment in Mohammed Abdual Razzak Khan IK Towers,"Attapur, Hyderabad",Under Construction,1500 , 76 00000 ,"5,066 / sq ft"
3 BHK Apartment,"Bandlaguda Jagir, Hyderabad",Under Construction,1201 , 55.5 00000 ,"4,621 / sq ft"
2 BHK Apartment in Spectra Metro Heights,"Nagole, Hyderabad",Ready to move,1236 , 75 00000 ,"6,067 / sq ft"
3 BHK Apartment in Vasavi Construction Atlantis,"Narsingi, Hyderabad",Under Construction,1760 , 1.23 0000000 ,"6,999 / sq ft"
3 BHK Apartment in Vasavi Construction Atlantis,"Narsingi, Hyderabad",Under Construction,2450 , 1.71 0000000 ,"6,999 / sq ft"
3 BHK Apartment in Vasavi Construction Atlantis,"Narsingi, Hyderabad",Under Construction,2220 , 1.55 0000000 ,"6,999 / sq ft"
3 BHK Apartment in Vasavi Construction Atlantis,"Narsingi, Hyderabad",Under Construction,2100 , 1.46 0000000 ,"6,999 / sq ft"
3 BHK Apartment in Vasavi Construction Atlantis,"Narsingi, Hyderabad",Under Construction,1610 , 1.12 0000000 ,"6,999 / sq ft"
3 BHK Apartment in Vasavi Construction Atlantis,"Narsingi, Hyderabad",Under Construction,2110 , 1.47 0000000 ,"6,999 / sq ft"
3 BHK Apartment in Vasavi Construction Atlantis,"Narsingi, Hyderabad",Under Construction,2600 , 1.81 0000000 ,"6,999 / sq ft"
3 BHK Apartment in Vasavi Construction Atlantis,"Narsingi, Hyderabad",Under Construction,2190 , 1.53 0000000 ,"6,999 / sq ft"
3 BHK Apartment in Vasavi Construction Atlantis,"Narsingi, Hyderabad",Under Construction,1920 , 1.34 0000000 ,"6,999 / sq ft"
3 BHK Apartment in Vasavi Construction Atlantis,"Narsingi, Hyderabad",Under Construction,3030 , 2.12 0000000 ,"6,999 / sq ft"
3 BHK Apartment in Vasavi Construction Atlantis,"Narsingi, Hyderabad",Under Construction,2150 , 1.5 0000000 ,"6,999 / sq ft"
3 BHK Apartment in Vasavi Construction Atlantis,"Narsingi, Hyderabad",Under Construction,2170 , 1.51 0000000 ,"6,999 / sq ft"
3 BHK Apartment in Vasavi Construction Atlantis,"Narsingi, Hyderabad",Under Construction,2550 , 1.78 0000000 ,"6,999 / sq ft"
3 BHK Apartment in Vasavi Construction Atlantis,"Narsingi, Hyderabad",Under Construction,2020 , 1.41 0000000 ,"6,999 / sq ft"
2 BHK Apartment,"Gulshan EIqbal Colony, Hyderabad",Ready to move,720 , 23 00000 ,"3,194 / sq ft"
2 BHK Apartment,"Miyapur, Hyderabad",Ready to move,1000 , 33.5 00000 ,"3,350 / sq ft"
2 BHK Independent House,"TurkaYamjal, Hyderabad",Under Construction,1130 , 69.99 00000 ,"6,194 / sq ft"
2 BHK Apartment,"Toli Chowki, Hyderabad",Ready to move,1350 , 65 00000 ,"4,814 / sq ft"
Residential Plot in Makuta Panchavati,"Vikarabad, Hyderabad",New,5823 , 90.6 00000 ,"1,556 / sq ft"
Residential Plot in Makuta Panchavati,"Vikarabad, Hyderabad",New,4806 , 74.78 00000 ,"1,556 / sq ft"
Residential Plot in Makuta Panchavati,"Vikarabad, Hyderabad",New,5346 , 83.18 00000 ,"1,556 / sq ft"
Residential Plot in Makuta Panchavati,"Vikarabad, Hyderabad",New,3654 , 56.85 00000 ,"1,556 / sq ft"
Residential Plot in Makuta Panchavati,"Vikarabad, Hyderabad",New,2952 , 45.93 00000 ,"1,556 / sq ft"
Residential Plot in Makuta Panchavati,"Vikarabad, Hyderabad",New,5220 , 81.22 00000 ,"1,556 / sq ft"
Residential Plot in Makuta Panchavati,"Vikarabad, Hyderabad",New,3888 , 60.49 00000 ,"1,556 / sq ft"
Residential Plot in Makuta Panchavati,"Vikarabad, Hyderabad",New,3627 , 56.43 00000 ,"1,556 / sq ft"
Residential Plot in Makuta Panchavati,"Vikarabad, Hyderabad",New,2835 , 44.11 00000 ,"1,556 / sq ft"
Residential Plot in Makuta Panchavati,"Vikarabad, Hyderabad",New,5256 , 81.78 00000 ,"1,556 / sq ft"
Residential Plot in Makuta Panchavati,"Vikarabad, Hyderabad",New,2538 , 39.49 00000 ,"1,556 / sq ft"
Residential Plot in Makuta Panchavati,"Vikarabad, Hyderabad",New,5454 , 84.86 00000 ,"1,556 / sq ft"
Residential Plot in Makuta Panchavati,"Vikarabad, Hyderabad",New,3321 , 51.67 00000 ,"1,556 / sq ft"
3 BHK Apartment,"Ibrahim Bagh, Hyderabad",Ready to move,1050 , 40 00000 ,"3,809 / sq ft"
Residential Plot,"Peddapur, Hyderabad",Resale,900 , 18 00000 ,"2,000 / sq ft"
Residential Plot,"Rakshapuram, Hyderabad",Resale,1094 , 68 00000 ,"6,215 / sq ft"
5 BHK Independent House,"Yapral, Hyderabad",Ready to move,4000 , 4.1 0000000 ,"10,250 / sq ft"
2 BHK Independent House,"Isnapur, Hyderabad",Under Construction,1100 , 70 00000 ,"6,363 / sq ft"
3 BHK Apartment in Vertex Panache,"Kokapet, Hyderabad",Ready to move,1680 , 1.65 0000000 ,"9,821 / sq ft"
2 BHK Apartment in Cybercity Marina Skies,"Hitech City, Hyderabad",Under Construction,1210 , 1.05 0000000 ,"8,677 / sq ft"
3 BHK Villa,"Sathamrai Village, Hyderabad",Ready to move,2676 , 2.54 0000000 ,"9,529 / sq ft"
3 BHK Apartment in Swaraj Homes Mandadi Mansion,"Saroor Nagar, Hyderabad",Ready to move,1614 , 85 00000 ,"5,266 / sq ft"
Residential Plot,"Aziz Nagar, Hyderabad",Resale,2052 , 50 00000 ,"2,436 / sq ft"
3 BHK Apartment in Cybercity Westbrook,"Kokapet, Hyderabad",Under Construction,1471 , 1.1 0000000 ,"7,501 / sq ft"
3 BHK Apartment in Cybercity Westbrook,"Kokapet, Hyderabad",Under Construction,2100 , 1.57 0000000 ,"7,499 / sq ft"
3 BHK Apartment in Cybercity Westbrook,"Kokapet, Hyderabad",Under Construction,1950 , 1.46 0000000 ,"7,499 / sq ft"
2 BHK Apartment in Cybercity Westbrook,"Kokapet, Hyderabad",Under Construction,1075 , 80.64 00000 ,"7,501 / sq ft"
4 BHK Apartment in Cybercity Westbrook,"Kokapet, Hyderabad",Under Construction,2401 , 1.8 0000000 ,"7,501 / sq ft"
3 BHK Apartment in Cybercity Westbrook,"Kokapet, Hyderabad",Under Construction,1825 , 1.36 0000000 ,"7,499 / sq ft"
3 BHK Apartment in Cybercity Westbrook,"Kokapet, Hyderabad",Under Construction,1660 , 1.24 0000000 ,"7,499 / sq ft"
2 BHK Apartment in Cybercity Westbrook,"Kokapet, Hyderabad",Under Construction,1210 , 90.76 00000 ,"7,501 / sq ft"
3 BHK Apartment in Cybercity Westbrook,"Kokapet, Hyderabad",Under Construction,2211 , 1.65 0000000 ,"7,501 / sq ft"
3 BHK Apartment in Cybercity Westbrook,"Kokapet, Hyderabad",Under Construction,1730 , 1.29 0000000 ,"7,499 / sq ft"
3 BHK Apartment,"Khairatabad Road, Hyderabad",Under Construction,1850 , 1.59 0000000 ,"8,648 / sq ft"
4 BHK Apartment,"Kokapet, Hyderabad",Ready to move,3455 , 4.5 0000000 ,"13,024 / sq ft"
Residential Plot,"Sadashivpet, Hyderabad",Resale,3600 , 44 00000 ,"1,222 / sq ft"
Residential Plot,"Ibrahimpatnam, Hyderabad",Resale,1503 , 24 00000 ,"1,596 / sq ft"
2 BHK Apartment,"Miyapur, Hyderabad",Ready to move,1330 , 73 00000 ,"5,488 / sq ft"
2 BHK Independent Floor,"Miyapur, Hyderabad",Ready to move,1100 , 1 0000000 ,"9,090 / sq ft"
3 BHK Apartment,"Begumpet, Hyderabad",Under Construction,2100 , 1.78 0000000 ,"8,476 / sq ft"
3 BHK Apartment,"Dullapally, Hyderabad",Under Construction,1550 , 74 00000 ,"4,774 / sq ft"
Residential Plot in Iconic Buddha Hills,"Ghatkesar, Hyderabad",Resale,1800 , 32 00000 ,"1,777 / sq ft"
3 BHK Apartment in Empire Meadows,"Miyapur, Hyderabad",Ready to move,1200 , 69 00000 ,"5,750 / sq ft"
2 BHK Apartment in Indis VB City,"Bolarum, Hyderabad",Ready to move,842 , 58 00000 ,"6,888 / sq ft"
2 BHK Apartment in Janapriya Nile Valley,"Miyapur, Hyderabad",Ready to move,1010 , 53 00000 ,"5,247 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1505 , 85.03 00000 ,"5,650 / sq ft"
2 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1310 , 74.01 00000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1505 , 85.03 00000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1775 , 1 0000000 ,"5,650 / sq ft"
2 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1310 , 74.01 00000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1755 , 99.15 00000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1775 , 1 0000000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1760 , 99.44 00000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1755 , 99.15 00000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,2030 , 1.14 0000000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1760 , 99.44 00000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1535 , 86.72 00000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,2030 , 1.14 0000000 ,"5,650 / sq ft"
2 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1275 , 72.03 00000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1535 , 86.72 00000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1945 , 1.09 0000000 ,"5,650 / sq ft"
2 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1275 , 72.03 00000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1915 , 1.08 0000000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1945 , 1.09 0000000 ,"5,650 / sq ft"
2 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1325 , 74.86 00000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1915 , 1.08 0000000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,2070 , 1.16 0000000 ,"5,650 / sq ft"
2 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1325 , 74.86 00000 ,"5,650 / sq ft"
2 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1335 , 75.42 00000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,2070 , 1.16 0000000 ,"5,650 / sq ft"
2 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1335 , 75.42 00000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1990 , 1.12 0000000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1990 , 1.12 0000000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,2075 , 1.17 0000000 ,"5,650 / sq ft"
3 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,2075 , 1.17 0000000 ,"5,650 / sq ft"
2 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1265 , 71.47 00000 ,"5,650 / sq ft"
2 BHK Apartment in Pragathi S Raghupathi County,"Pragathi Nagar Kukatpally, Hyderabad",Under Construction,1265 , 71.47 00000 ,"5,650 / sq ft"
Residential Plot,"Kandukur, Hyderabad",Resale,1350 , 10 00000 ,740 / sq ft
2 BHK Apartment in Engineers Sri Tirumala Millennium Phase III,"Mallapur, Hyderabad",Under Construction,1017 , 50.83 00000 ,"5,003 / sq ft"
2 BHK Apartment in Engineers Sri Tirumala Millennium Phase III,"Mallapur, Hyderabad",Under Construction,1017 , 50.83 00000 ,"5,003 / sq ft"
3 BHK Apartment in Engineers Sri Tirumala Millennium Phase III,"Mallapur, Hyderabad",Under Construction,2187 , 1.09 0000000 ,"4,999 / sq ft"
3 BHK Apartment in Engineers Sri Tirumala Millennium Phase III,"Mallapur, Hyderabad",Under Construction,2187 , 1.09 0000000 ,"4,999 / sq ft"
2 BHK Apartment in Engineers Sri Tirumala Millennium Phase III,"Mallapur, Hyderabad",Under Construction,1017 , 50.83 00000 ,"5,003 / sq ft"
2 BHK Apartment in Engineers Sri Tirumala Millennium Phase III,"Mallapur, Hyderabad",Under Construction,1017 , 50.83 00000 ,"5,003 / sq ft"
2 BHK Apartment in Engineers Sri Tirumala Millennium Phase III,"Mallapur, Hyderabad",Under Construction,1179 , 58.93 00000 ,"5,003 / sq ft"
2 BHK Apartment in Engineers Sri Tirumala Millennium Phase III,"Mallapur, Hyderabad",Under Construction,1179 , 58.93 00000 ,"5,003 / sq ft"
3 BHK Apartment in Engineers Sri Tirumala Millennium Phase III,"Mallapur, Hyderabad",Under Construction,1125 , 56.24 00000 ,"4,999 / sq ft"
3 BHK Apartment in Engineers Sri Tirumala Millennium Phase III,"Mallapur, Hyderabad",Under Construction,1125 , 56.24 00000 ,"4,999 / sq ft"
2 BHK Apartment,"Gachibowli, Hyderabad",Under Construction,1275 , 41.5 00000 ,"3,254 / sq ft"
2 BHK Apartment,"Patancheru, Hyderabad",Under Construction,1175 , 50.52 00000 ,"4,299 / sq ft"
4 BHK Apartment in Ankura Urban Trilla,"Mokila, Hyderabad",Under Construction,3017 , 1.35 0000000 ,"4,500 / sq ft"
4 BHK Villa,"Kollur, Hyderabad",Under Construction,2500 , 1.25 0000000 ,"5,000 / sq ft"
2 BHK Independent Floor,"Moula Ali, Hyderabad",Ready to move,2340 , 2.5 0000000 ,"10,683 / sq ft"
2 BHK Apartment,"Azamabad, Hyderabad",Ready to move,950 , 48 00000 ,"5,052 / sq ft"
3 BHK Apartment in SMR Vinay Harmony County,"Bandlaguda Jagir, Hyderabad",Ready to move,2285 , 1.6 0000000 ,"7,002 / sq ft"
4 BHK Villa,"Tellapur, Hyderabad",Ready to move,4225 , 4.9 0000000 ,"11,597 / sq ft"
3 BHK Apartment,"Narsingi, Hyderabad",Under Construction,1130 , 62.99 00000 ,"5,575 / sq ft"
Residential Plot,"Batasingaram, Hyderabad",Resale,1800 , 32 00000 ,"1,777 / sq ft"
3 BHK Apartment in Sunyuga Sunyuga Vista,"Kompally, Hyderabad",Under Construction,1850 , 85.09 00000 ,"4,602 / sq ft"
2 BHK Apartment in Sunyuga Sunyuga Vista,"Kompally, Hyderabad",Under Construction,1175 , 54.05 00000 ,"4,600 / sq ft"
3 BHK Apartment in Sunyuga Sunyuga Vista,"Kompally, Hyderabad",Under Construction,1700 , 78.19 00000 ,"4,602 / sq ft"
3 BHK Apartment in Sunyuga Sunyuga Vista,"Kompally, Hyderabad",Under Construction,1500 , 68.99 00000 ,"4,602 / sq ft"
3 BHK Apartment in Sunyuga Sunyuga Vista,"Kompally, Hyderabad",Under Construction,1499 , 68.96 00000 ,"4,600 / sq ft"
